N	NI	D	RH	RM	RS	V	DG	DM	DS	VMAG
N	2515	*	8	3	21.3	+	20	11	17	
N	2516	*	7	58	4.0	-	60	45	12	3.8
N	2517	*	8	2	47.0	-	12	19	2	11.8
N	2518	*	8	7	20.2	+	51	7	56	13.0
N	2519	*	8	7	58.8	+	51	7	44	
N	2520	*	8	4	58.1	-	28	8	46	6.5
N	2521	*	8	8	49.4	+	57	46	11	12.8
N	2522	*	8	6	13.5	+	17	42	24	13.8
N	2523	*	8	15	0.0	+	73	34	44	11.9
N	2523		8	4	8.4	+	74	2	53	13.8
N	2523		8	12	56.8	+	73	33	49	14.0
N	2523		8	17	44.2	+	73	19	5	13.3
N	2524	*	8	8	9.6	+	39	9	28	12.7
N	2525	*	8	5	38.0	-	11	25	39	11.6
N	2526	*	8	6	58.4	+	8	0	15	13.8
N	2527	*	8	4	58.1	-	28	8	46	6.5
N	2528	*	8	7	25.0	+	39	11	41	12.6
N	2529	*	8	6	57.3	+	17	49	43	
N	2530	*	8	7	55.7	+	17	49	6	13.6
N	2531	*	8	7	56.0	+	17	50	6	
N	2532	*	8	10	15.2	+	33	57	22	12.4
N	2533	*	8	7	4.0	-	29	52	0	7.6
N	2534	*	8	12	54.1	+	55	40	19	12.9
N	2535	*	8	11	13.6	+	25	12	26	12.8
N	2536	*	8	11	16.1	+	25	10	47	14.2
N	2537	*	8	13	14.4	+	45	59	29	11.7
N	2537		8	13	41.1	+	45	59	36	15.4
N	2538	*	8	11	23.0	+	3	37	59	12.6
N	2539	*	8	10	36.9	-	12	49	14	6.5
N	2540	*	8	12	46.5	+	26	21	41	13.5
N	2541	*	8	14	40.0	+	49	3	43	11.8
N	2542	*	8	11	16.2	-	12	55	35	
N	2543	*	8	12	57.8	+	36	15	13	11.9
N	2544	*	8	21	40.3	+	73	59	18	12.9
N	2545	*	8	14	14.1	+	21	21	22	12.4
N	2546	*	8	12	24.0	-	37	37	0	6.3
N	2547	*	8	10	9.0	-	49	13	30	4.7
N	2548	*	8	13	43.1	-	5	45	2	5.8
N	2549	*	8	18	58.3	+	57	48	11	11.2
N	2550	*	8	24	33.7	+	74	0	43	12.8
N	2550		8	28	39.1	+	73	44	53	12.7
N	2551	*	8	24	50.2	+	73	24	45	12.1
N	2552	*	8	19	19.6	+	50	0	25	12.1
N	2553	*	8	17	35.1	+	20	54	12	13.9
N	2554	*	8	17	53.4	+	23	28	20	12.0
N	2555	*	8	17	56.3	+	0	44	42	12.2
N	2556	*	8	19	0.8	+	20	56	15	14.5
N	2557	*	8	19	10.9	+	21	26	10	13.2
N	2558	*	8	19	12.7	+	20	30	41	13.0
N	2559	*	8	17	6.1	-	27	27	25	10.9
N	2560	*	8	19	51.9	+	20	59	5	13.3
N	2561	*	8	19	36.7	+	4	39	24	13.2
N	2562	*	8	20	23.5	+	21	7	54	12.9
N	2563	*	8	20	35.7	+	21	4	5	12.2
N	2564	*	8	18	30.0	-	21	48	58	12.4
N	2565	*	8	19	48.2	+	22	1	53	12.6
N	2566	*	8	18	45.5	-	25	30	2	11.0
N	2567	*	8	18	32.0	-	30	38	24	7.4
N	2568	*	8	18	18.1	-	37	6	19	10.7
N	2569	*	8	21	21.1	+	20	52	5	14.3
N	2570	*	8	21	22.6	+	20	54	38	14.5
N	2571	*	8	18	56.3	-	29	44	57	7.0
N	2572	*	8	21	24.7	+	19	8	52	13.8
N	2573	*	1	41	53.2	-	89	20	3	13.5
N	2573		23	12	14.6	-	89	7	27	13.9
N	2573		23	7	32.0	-	89	6	55	14.5
N	2574	*	8	20	48.1	-	8	55	6	12.3
N	2575	*	8	22	45.0	+	24	17	49	12.7
N	2576	*	8	22	57.8	+	25	44	22	14.3
N	2577	*	8	22	43.4	+	22	33	13	12.4
N	2578	*	8	21	24.2	-	13	19	5	12.6
N	2579	*	8	20	52.7	-	36	12	58	7.5
N	2580	*	8	21	28.0	-	30	17	30	9.7
N	2581	*	8	24	30.9	+	18	35	49	13.4
N	2582	*	8	25	12.1	+	20	20	3	13.0
N	2583	*	8	23	7.9	-	5	0	9	13.4
N	2584	*	8	23	15.5	-	4	58	15	13.8
N	2585	*	8	23	26.2	-	4	54	55	13.6
N	2586	*	8	23	31.4	-	4	57	5	
N	2587	*	8	23	24.0	-	29	30	31	9.2
N	2588	*	8	23	9.5	-	32	58	30	11.8
N	2589	*	8	24	29.4	-	8	46	4	
N	2590	*	8	25	2.0	-	0	35	28	13.1
N	2591	*	8	37	25.5	+	78	1	32	12.2
N	2592	*	8	27	8.1	+	25	58	15	12.3
N	2593	*	8	26	47.8	+	17	22	28	13.9
N	2594	*	8	27	17.1	+	25	52	43	14.1
N	2595	*	8	27	41.9	+	21	28	46	12.3
N	2596	*	8	27	26.6	+	17	17	4	13.5
N	2597	*	8	29	57.4	+	21	30	9	
N	2598	*	8	30	2.5	+	21	29	18	13.6
N	2599	*	8	32	11.2	+	22	33	39	12.2
N	2600	*	8	34	44.8	+	52	42	55	14.2
N	2601	*	8	25	30.4	-	68	7	4	12.5
N	2602	*	8	35	4.3	+	52	49	53	14.7
N	2603	*	8	34	31.2	+	52	50	25	15.5
N	2604	*	8	33	22.9	+	29	32	19	12.6
N	2604		8	33	22.9	+	29	32	19	12.6
N	2604		8	33	35.7	+	29	29	58	14.8
N	2605	*	8	34	53.3	+	52	48	16	15.5
N	2606	*	8	35	34.4	+	52	47	19	14.3
N	2607	*	8	33	56.6	+	26	58	23	13.7
N	2608	*	8	35	17.2	+	28	28	24	12.3
N	2609	*	8	29	30.0	-	61	6	36	
N	2610	*	8	33	23.4	-	16	8	55	12.7
N	2611	*	8	35	29.1	+	25	1	40	14.4
N	2612	*	8	33	50.1	-	13	10	27	12.7
N	2613	*	8	33	22.8	-	22	58	22	10.3
N	2614	*	8	42	47.6	+	72	58	36	12.9
N	2615	*	8	34	33.1	-	2	32	50	12.5
N	2616	*	8	35	34.0	-	1	51	3	12.5
N	2617	*	8	35	38.9	-	4	5	16	13.8
N	2618	*	8	35	53.5	+	0	42	28	12.1
N	2619	*	8	37	32.6	+	28	42	18	12.4
N	2620	*	8	37	28.3	+	24	56	49	13.5
N	2621	*	8	37	36.9	+	25	0	1	14.8
N	2622	*	8	38	10.9	+	24	53	43	14.1
N	2623	*	8	38	24.1	+	25	45	17	13.4
N	2624	*	8	38	9.6	+	19	43	34	14.1
N	2625	*	8	38	23.1	+	19	42	58	13.9
N	2626	*	8	35	31.0	-	40	40	20	
N	2627	*	8	37	15.0	-	29	57	18	8.4
N	2628	*	8	40	22.6	+	23	32	23	13.3
N	2629	*	8	47	15.2	+	72	59	8	12.2
N	2630	*	8	47	6.0	+	73	0	0	
N	2631	*	8	47	6.0	+	73	0	0	
N	2632	*	8	40	24.0	+	19	40	12	3.1
N	2633	*	8	48	4.6	+	74	5	57	12.2
N	2634	*	8	48	25.5	+	73	58	2	12.0
N	2634		8	48	38.1	+	73	56	19	13.5
N	2635	*	8	38	25.9	-	34	46	18	11.2
N	2636	*	8	48	24.4	+	73	40	18	13.8
N	2637	*	8	41	13.4	+	19	41	25	14.7
N	2638	*	8	42	25.8	+	37	13	15	12.8
N	2639	*	8	43	37.8	+	50	12	22	11.7
N	2640	*	8	37	24.7	-	55	7	25	11.1
N	2641	*	8	47	57.4	+	72	53	47	13.6
N	2642	*	8	40	44.4	-	4	7	20	12.6
N	2643	*	8	42	9.0	+	19	31	20	
N	2644	*	8	41	32.0	+	4	58	51	12.4
N	2645	*	8	39	3.1	-	46	13	38	7.0
N	2646	*	8	50	21.8	+	73	27	46	12.1
N	2647	*	8	42	43.0	+	19	39	4	14.3
N	2648	*	8	42	39.8	+	14	17	6	11.8
N	2649	*	8	44	8.1	+	34	43	3	12.3
N	2650	*	8	49	58.3	+	70	17	58	13.3
N	2651	*	8	43	55.1	+	11	46	16	14.5
N	2652	*	9	42	33.2	-	3	41	57	10.9
N	2653	*	8	54	55.5	+	78	23	39	
N	2654	*	8	49	12.0	+	60	13	15	11.8
N	2655	*	8	55	37.7	+	78	13	25	10.1
N	2656	*	8	47	53.1	+	53	52	34	13.8
N	2657	*	8	45	15.8	+	9	38	45	13.0
N	2658	*	8	43	27.3	-	32	39	22	9.2
N	2659	*	8	42	36.0	-	45	0	0	8.6
N	2660	*	8	42	38.0	-	47	12	2	8.8
N	2661	*	8	45	59.5	+	12	37	11	12.8
N	2662	*	8	45	32.0	-	15	7	16	12.8
N	2663	*	8	45	8.3	-	33	47	42	10.6
N	2664	*	8	47	10.4	+	12	36	13	
N	2665	*	8	46	0.8	-	19	18	12	12.2
N	2666	*	8	49	47.3	+	44	42	16	
N	2667	*	8	48	27.2	+	19	1	11	14.0
N	2667		8	48	27.2	+	19	1	11	14.0
N	2667		8	48	30.2	+	19	2	37	14.7
N	2668	*	8	49	22.5	+	36	42	39	13.8
N	2669	*	8	46	19.0	-	52	56	6	6.1
N	2670	*	8	45	30.0	-	48	47	30	7.8
N	2671	*	8	46	12.0	-	41	52	38	11.6
N	2672	*	8	49	21.8	+	19	4	28	11.7
N	2673	*	8	49	24.1	+	19	4	29	13.5
N	2674	*	8	49	13.2	-	14	17	37	14.9
N	2675	*	8	52	5.0	+	53	37	2	13.3
N	2676	*	8	51	35.6	+	47	33	30	13.4
N	2677	*	8	50	1.3	+	19	0	37	14.6
N	2678	*	8	50	2.7	+	11	20	19	
N	2679	*	8	51	32.9	+	30	51	54	12.6
N	2680	*	8	51	33.6	+	30	51	57	14.5
N	2681	*	8	53	32.5	+	51	18	47	10.3
N	2682	*	8	51	18.0	+	11	49	0	6.9
N	2683	*	8	52	41.3	+	33	25	12	9.8
N	2684	*	8	54	53.8	+	49	9	37	12.9
N	2685	*	8	55	34.9	+	58	44	5	11.3
N	2686	*	8	54	58.8	+	49	8	33	14.8
N	2686		8	55	0.5	+	49	8	32	16.2
N	2687		8	55	5.1	+	49	9	22	17.1
N	2687	*	8	55	5.8	+	49	9	22	15.7
N	2687		8	55	5.1	+	49	9	22	17.1
N	2687		8	55	5.8	+	49	9	22	15.7
N	2688	*	8	55	11.4	+	49	7	21	15.8
N	2689	*	8	55	25.3	+	49	6	55	16.3
N	2690	*	8	52	38.0	-	2	36	13	13.1
N	2691	*	8	54	46.3	+	39	32	21	13.1
N	2692	*	8	56	57.8	+	52	3	57	13.3
N	2693	*	8	56	59.4	+	51	20	52	11.9
N	2694	*	8	56	59.2	+	51	19	57	14.4
N	2695	*	8	54	27.0	-	3	4	1	11.9
N	2696	*	8	50	42.0	-	5	0	34	13.3
N	2697	*	8	54	59.3	-	2	59	16	12.3
N	2698	*	8	55	36.4	-	3	11	3	12.6
N	2699	*	8	55	48.8	-	3	7	38	12.6
N	2700	*	8	55	50.6	-	3	6	58	
N	2701	*	8	59	5.5	+	53	46	14	12.3
N	2702	*	8	55	54.6	-	3	3	53	
N	2703	*	8	55	47.1	-	3	18	23	
N	2704	*	8	56	47.7	+	39	22	57	13.5
N	2705	*	8	56	0.0	-	3	0	51	
N	2706	*	8	56	12.3	-	2	33	48	13.0
N	2707	*	8	56	5.6	-	3	3	57	
N	2708	*	8	56	7.9	-	3	21	38	12.0
N	2709	*	8	56	12.8	-	3	14	33	13.7
N	2710	*	8	59	48.4	+	55	42	21	12.9
N	2711	*	8	57	23.5	+	17	17	17	13.7
N	2712	*	8	59	30.6	+	44	54	50	12.1
N	2713	*	8	57	20.6	+	2	55	17	11.8
N	2714	*	8	53	29.8	-	59	13	3	12.9
N	2715	*	9	8	5.9	+	78	5	9	11.2
N	2716	*	8	57	35.8	+	3	5	25	11.8
N	2717	*	8	57	1.1	-	24	40	26	12.3
N	2718	*	8	58	50.3	+	6	17	38	11.8
N	2719	*	9	0	15.6	+	35	43	40	13.1
N	2719		9	0	15.9	+	35	43	14	13.9
N	2720	*	8	59	8.0	+	11	8	59	12.8
N	2721	*	8	58	56.5	-	4	54	5	12.2
N	2722	*	8	58	46.1	-	3	42	35	12.7
N	2723	*	9	0	14.3	+	3	10	42	13.2
N	2724	*	9	1	1.8	+	35	45	45	13.6
N	2725	*	9	1	3.2	+	11	5	51	13.5
N	2726	*	9	4	56.8	+	59	56	0	12.5
N	2727	*	8	56	7.9	-	3	21	38	12.0
N	2728	*	9	1	40.9	+	11	5	1	13.6
N	2729	*	9	1	28.6	+	3	43	16	13.4
N	2730	*	9	2	15.8	+	16	50	18	13.0
N	2731	*	9	2	8.2	+	8	18	2	13.7
N	2732	*	9	13	25.0	+	79	11	16	11.9
N	2733	*	8	58	46.1	-	3	42	35	12.7
N	2734	*	9	3	1.5	+	16	51	51	15.5
N	2735	*	9	2	38.5	+	25	56	5	13.3
N	2735		9	2	41.8	+	25	56	20	15.3
N	2736	*	9	0	17.0	-	45	56	53	
N	2737	*	9	3	59.6	+	21	54	23	14.1
N	2738	*	9	4	0.5	+	21	58	6	13.1
N	2739	*	9	6	2.7	+	51	44	40	14.7
N	2740	*	9	6	5.0	+	51	44	8	14.0
N	2741	*	9	3	16.5	+	18	15	38	15.0
N	2742	*	9	7	33.2	+	60	28	46	11.4
N	2742		9	9	57.6	+	62	14	49	13.2
N	2743	*	9	4	54.0	+	25	0	15	13.6
N	2744	*	9	4	39.1	+	18	27	51	13.5
N	2744		9	4	38.7	+	18	27	22	15.7
N	2745	*	9	4	39.3	+	18	15	28	14.6
N	2746	*	9	5	59.5	+	35	22	38	13.1
N	2747	*	9	5	18.3	+	18	26	34	14.5
N	2748	*	9	13	43.0	+	76	28	33	11.7
N	2749	*	9	5	21.3	+	18	18	49	11.8
N	2750	*	9	5	48.0	+	25	26	15	11.9
N	2751	*	9	5	32.4	+	18	15	43	14.3
N	2752	*	9	5	42.9	+	18	20	23	13.7
N	2753		9	7	8.2	+	25	20	28	14.5
N	2753	*	9	7	8.5	+	25	20	39	14.0
N	2754	*	9	5	11.2	-	19	5	5	14.1
N	2755	*	9	7	58.3	+	41	42	31	13.3
N	2756	*	9	9	0.9	+	53	50	55	12.4
N	2757	*	9	5	23.4	-	19	2	5	
N	2758	*	9	5	31.1	-	19	2	34	13.4
N	2759	*	9	8	37.2	+	37	37	17	13.0
N	2760	*	9	15	41.9	+	76	22	57	
N	2761	*	9	7	30.7	+	18	26	6	14.3
N	2762	*	9	9	54.4	+	50	25	6	15.0
N	2763	*	9	6	49.0	-	15	29	57	12.0
N	2764	*	9	8	17.4	+	21	26	35	12.9
N	2765	*	9	7	36.5	+	3	23	34	12.1
N	2766	*	9	8	47.4	+	29	51	55	13.6
N	2767	*	9	10	11.8	+	50	24	7	13.8
N	2768	*	9	11	37.4	+	60	2	11	9.9
N	2769	*	9	10	32.3	+	50	26	1	13.0
N	2770	*	9	9	33.5	+	33	7	27	12.2
N	2770		9	9	19.5	+	33	7	20	15.2
N	2771	*	9	10	39.7	+	50	22	45	12.7
N	2772	*	9	7	41.8	-	23	37	10	13.0
N	2773	*	9	9	44.1	+	7	10	27	14.1
N	2774	*	9	10	39.9	+	18	41	48	13.7
N	2775	*	9	10	20.1	+	7	2	14	10.1
N	2776	*	9	12	14.5	+	44	57	17	11.6
N	2777	*	9	10	41.8	+	7	12	26	13.3
N	2778	*	9	12	24.5	+	35	1	40	12.4
N	2779	*	9	12	28.3	+	35	3	14	15.0
N	2780	*	9	12	44.3	+	34	55	32	13.4
N	2781	*	9	11	27.5	-	14	49	2	11.6
N	2782	*	9	14	5.0	+	40	6	49	11.6
N	2783	*	9	13	39.4	+	29	59	35	12.6
N	2783		9	13	39.4	+	29	59	35	12.6
N	2783		9	13	32.9	+	30	0	1	14.3
N	2784	*	9	12	19.4	-	24	10	21	10.2
N	2785	*	9	15	15.2	+	40	55	5	14.1
N	2786	*	9	13	35.5	+	12	26	26	13.3
N	2787	*	9	19	18.4	+	69	12	13	10.7
N	2788	*	9	9	3.3	-	67	55	57	12.3
N	2788		9	2	40.0	-	68	13	36	13.1
N	2788		9	3	35.0	-	67	57	59	13.7
N	2789	*	9	14	59.7	+	29	43	49	12.2
N	2790	*	9	15	2.7	+	19	41	51	14.5
N	2791	*	9	15	1.9	+	17	35	34	14.6
N	2792	*	9	12	26.5	-	42	25	39	11.6
N	2793	*	9	16	46.6	+	34	25	56	13.0
N	2794	*	9	16	1.7	+	17	35	22	13.2
N	2795	*	9	16	3.7	+	17	37	42	12.8
N	2796	*	9	16	41.8	+	30	54	58	13.5
N	2797	*	9	16	21.7	+	17	43	38	13.5
N	2798	*	9	17	22.9	+	42	0	0	12.3
N	2799	*	9	17	31.0	+	41	59	38	13.7
N	2800	*	9	18	35.1	+	52	30	53	12.8
N	2801	*	9	16	44.2	+	19	56	7	14.0
N	2802	*	9	16	41.4	+	18	57	50	14.3
N	2803	*	9	16	43.8	+	18	57	16	14.0
N	2804	*	9	16	49.9	+	20	11	54	12.8
N	2805	*	9	20	20.4	+	64	6	10	11.0
N	2806	*	9	16	56.7	+	20	4	16	
N	2807	*	9	17	0.7	+	20	2	10	15.0
N	2807		9	16	57.6	+	20	1	45	15.0
N	2808	*	9	12	2.6	-	64	51	45	6.2
N	2809	*	9	17	6.9	+	20	4	9	13.0
N	2810	*	9	22	4.5	+	71	50	38	12.2
N	2810		9	22	4.5	+	71	50	38	12.2
N	2810		9	21	58.2	+	71	52	0	16.2
N	2811	*	9	16	11.2	-	16	18	45	11.3
N	2812	*	9	17	40.8	+	19	55	9	15.2
N	2813	*	9	17	45.4	+	19	54	25	14.3
N	2814	*	9	21	11.5	+	64	15	7	13.7
N	2815	*	9	16	19.5	-	23	38	2	11.9
N	2816	*	9	21	46.0	+	64	15	31	12.8
N	2817	*	9	17	10.6	-	4	45	10	13.0
N	2818	*	9	16	10.0	-	36	37	34	11.2
N	2819	*	9	18	9.4	+	16	11	53	12.8
N	2820	*	9	21	46.0	+	64	15	31	12.8
N	2821	*	9	16	47.8	-	26	49	0	13.1
N	2822	*	9	13	49.8	-	69	38	39	10.9
N	2823	*	9	19	17.4	+	34	0	30	14.6
N	2824	*	9	19	2.3	+	26	16	13	13.3
N	2825	*	9	19	22.4	+	33	44	35	14.4
N	2826	*	9	19	24.1	+	33	37	25	13.7
N	2827	*	9	19	18.9	+	33	52	51	14.8
N	2828	*	9	19	34.8	+	33	53	19	15.0
N	2829	*	9	19	52.3	+	33	38	58	14.9
N	2830	*	9	19	41.2	+	33	44	17	13.9
N	2831	*	9	19	45.6	+	33	44	41	13.3
N	2832	*	9	19	46.8	+	33	44	59	11.9
N	2833	*	9	19	57.8	+	33	55	39	14.8
N	2834	*	9	20	2.5	+	33	42	38	14.5
N	2835	*	9	17	52.6	-	22	21	19	10.5
N	2836	*	9	13	45.3	-	69	19	59	11.8
N	2837	*	9	18	23.4	-	16	28	53	
N	2838	*	9	20	43.0	+	39	18	59	13.7
N	2839	*	9	20	36.3	+	33	39	4	14.2
N	2840	*	9	20	52.7	+	35	22	6	13.8
N	2841	*	9	22	2.3	+	50	58	35	9.2
N	2842	*	9	15	36.4	-	63	4	10	12.5
N	2843	*	9	20	28.7	+	18	55	34	15.5
N	2844	*	9	21	48.0	+	40	9	7	13.0
N	2845	*	9	18	36.9	-	38	0	35	11.7
N	2846	*	9	19	40.4	-	14	40	32	
N	2847	*	9	20	8.6	-	16	31	2	
N	2848	*	9	20	9.8	-	16	31	32	11.8
N	2849	*	9	19	22.8	-	40	31	13	12.5
N	2850	*	9	20	56.9	-	4	56	22	14.2
N	2851	*	9	20	30.3	-	16	29	43	13.3
N	2852	*	9	23	14.5	+	40	9	52	13.2
N	2853	*	9	23	17.4	+	40	12	1	13.3
N	2854	*	9	24	2.9	+	49	12	14	13.0
N	2855	*	9	21	27.5	-	11	54	37	11.7
N	2856	*	9	24	16.2	+	49	14	57	13.2
N	2857	*	9	24	37.7	+	49	21	26	12.3
N	2858	*	9	22	54.9	+	3	9	27	12.6
N	2859	*	9	24	18.6	+	34	30	48	10.9
N	2860	*	9	24	53.2	+	41	3	36	13.7
N	2861	*	9	23	36.5	+	2	8	10	13.0
N	2862	*	9	24	55.0	+	26	46	31	12.9
N	2863	*	9	23	36.5	-	10	25	59	12.9
N	2864	*	9	24	15.4	+	5	56	24	14.6
N	2865	*	9	23	30.2	-	23	9	41	11.7
N	2866	*	9	22	6.5	-	51	6	8	
N	2867	*	9	21	25.4	-	58	18	40	9.7
N	2868	*	9	23	27.2	-	10	25	44	14.3
N	2869	*	9	23	36.5	-	10	25	59	12.9
N	2870	*	9	27	53.7	+	57	22	33	13.0
N	2871	*	9	25	39.4	+	11	26	38	
N	2872	*	9	25	42.9	+	11	25	58	11.9
N	2873	*	9	25	48.5	+	11	27	17	15.4
N	2874	*	9	25	47.8	+	11	25	33	12.5
N	2875	*	9	25	48.7	+	11	25	56	
N	2876	*	9	25	13.8	-	6	43	0	13.1
N	2877	*	9	25	47.1	+	2	13	43	14.3
N	2878	*	9	25	47.4	+	2	5	24	14.0
N	2879	*	9	25	22.6	-	11	39	8	
N	2880	*	9	29	34.6	+	62	29	28	11.5
N	2881	*	9	25	54.7	-	11	59	44	13.2
N	2881		9	25	53.7	-	11	59	33	13.3
N	2882	*	9	26	35.9	+	7	57	15	12.6
N	2883	*	9	25	18.4	-	34	6	8	14.4
N	2884	*	9	26	24.5	-	11	33	20	12.6
N	2885	*	9	27	18.4	+	23	1	12	13.9
N	2886	*	9	26	38.7	-	21	44	18	
N	2887	*	9	23	24.3	-	63	48	44	11.7
N	2888	*	9	26	19.6	-	28	2	10	12.6
N	2889	*	9	27	12.5	-	11	38	36	11.7
N	2890	*	9	26	29.8	-	14	31	44	14.5
N	2891	*	9	26	56.6	-	24	46	58	12.6
N	2892	*	9	32	52.8	+	67	37	3	13.1
N	2893	*	9	30	16.9	+	29	32	25	13.2
N	2894	*	9	29	30.2	+	7	43	6	12.4
N	2895	*	9	32	24.8	+	57	28	59	13.8
N	2896	*	9	30	16.9	+	23	39	49	14.0
N	2897	*	9	29	45.7	+	2	12	27	14.5
N	2898	*	9	29	46.3	+	2	3	54	13.4
N	2899	*	9	27	3.0	-	56	6	20	11.8
N	2900	*	9	30	15.0	+	4	8	37	13.0
N	2901	*	9	32	36.0	+	31	6	0	
N	2902	*	9	30	53.1	-	14	44	8	12.2
N	2903	*	9	32	9.7	+	21	29	57	9.0
N	2904	*	9	30	16.9	-	30	23	6	12.3
N	2905	*	9	32	11.8	+	21	31	7	15.0
N	2906	*	9	32	6.2	+	8	26	32	12.7
N	2907	*	9	31	36.6	-	16	44	1	11.6
N	2908	*	9	43	31.2	+	79	42	5	13.3
N	2909	*	9	36	59.8	+	65	56	28	
N	2910	*	9	30	29.0	-	52	54	50	7.2
N	2911	*	9	33	46.5	+	10	9	10	11.5
N	2912	*	9	33	56.9	+	10	11	33	
N	2913	*	9	34	2.7	+	9	28	42	13.4
N	2914	*	9	34	2.7	+	10	6	33	13.2
N	2915	*	9	26	13.6	-	76	37	36	12.7
N	2916	*	9	34	57.5	+	21	42	16	12.1
N	2917	*	9	34	27.0	-	2	30	14	13.6
N	2918	*	9	35	44.0	+	31	42	19	12.6
N	2919	*	9	34	47.6	+	10	17	2	12.9
N	2920	*	9	34	12.0	-	20	51	33	13.1
N	2921	*	9	34	31.1	-	20	55	11	12.0
N	2922	*	9	36	52.6	+	37	41	41	14.0
N	2923	*	9	36	3.8	+	16	45	39	14.2
N	2924	*	9	35	10.9	-	16	23	53	12.0
N	2925	*	9	33	10.9	-	53	23	45	8.3
N	2926	*	9	37	31.0	+	32	50	30	13.6
N	2927	*	9	37	15.1	+	23	35	25	12.9
N	2928	*	9	37	10.1	+	16	58	39	14.7
N	2929	*	9	37	29.7	+	23	9	40	13.8
N	2930	*	9	37	32.6	+	23	12	13	14.2
N	2931	*	9	37	37.6	+	23	14	26	14.2
N	2932	*	9	35	54.0	-	46	55	0	
N	2933	*	9	37	55.0	+	17	0	53	14.6
N	2934	*	9	37	55.1	+	17	3	18	16.0
N	2935	*	9	36	44.6	-	21	7	40	11.3
N	2936	*	9	37	44.4	+	2	45	38	13.1
N	2937	*	9	37	45.1	+	2	44	53	13.7
N	2938	*	9	38	24.7	+	76	19	9	13.5
N	2939	*	9	38	7.9	+	9	31	25	12.4
N	2940	*	9	38	5.1	+	9	37	2	13.6
N	2941	*	9	38	24.3	+	17	2	40	15.0
N	2942	*	9	39	8.0	+	34	0	22	12.6
N	2943	*	9	38	32.9	+	17	1	52	12.4
N	2944	*	9	39	18.0	+	32	18	38	14.0
N	2944		9	39	16.8	+	32	18	38	14.8
N	2945	*	9	37	41.0	-	22	2	4	12.1
N	2946	*	9	39	1.6	+	17	1	32	14.0
N	2947	*	9	36	5.8	-	12	26	12	12.1
N	2948	*	9	38	59.2	+	6	57	21	12.9
N	2949	*	9	39	55.1	+	16	47	4	14.4
N	2949		9	39	57.4	+	16	47	13	14.4
N	2950	*	9	42	34.8	+	58	51	5	10.9
N	2951		9	39	39.8	-	0	14	8	14.7
N	2951	*	9	39	40.8	-	0	14	4	14.4
N	2952	*	9	37	37.1	-	10	11	4	14.5
N	2953	*	9	40	27.7	+	14	50	37	
N	2954	*	9	40	24.0	+	14	55	21	12.4
N	2955	*	9	41	16.4	+	35	52	58	12.9
N	2956	*	9	39	16.9	-	19	6	4	14.2
N	2957		9	47	15.3	+	72	59	12	14.8
N	2957	*	9	47	17.9	+	72	59	2	14.7
N	2958	*	9	40	41.6	+	11	53	19	13.2
N	2959	*	9	45	8.9	+	68	35	42	12.8
N	2959		9	45	22.3	+	68	36	33	14.7
N	2960	*	9	40	36.5	+	3	34	38	12.4
N	2961	*	9	45	22.3	+	68	36	33	14.7
N	2962	*	9	40	54.0	+	5	9	57	11.9
N	2963	*	9	47	49.8	+	72	57	52	13.5
N	2964	*	9	42	54.1	+	31	50	49	11.3
N	2965	*	9	43	19.1	+	36	14	54	13.4
N	2966	*	9	42	11.4	+	4	40	25	12.7
N	2967	*	9	42	3.3	+	0	20	10	11.6
N	2968	*	9	43	11.9	+	31	55	43	11.9
N	2969	*	9	41	54.5	-	8	36	12	13.1
N	2970	*	9	43	31.0	+	31	58	39	13.6
N	2971	*	9	43	46.1	+	36	10	47	14.0
N	2972	*	9	40	11.5	-	50	19	13	9.9
N	2973	*	9	41	34.7	-	30	2	53	
N	2974	*	9	42	33.2	-	3	41	57	10.9
N	2975	*	9	41	16.0	-	16	40	26	14.8
N	2976	*	9	47	14.7	+	67	55	3	10.2
N	2977	*	9	43	46.5	+	74	51	38	12.5
N	2978	*	9	43	16.7	-	9	44	46	12.8
N	2979	*	9	43	8.6	-	10	22	59	12.3
N	2980	*	9	43	11.9	-	9	36	45	13.0
N	2981	*	9	44	56.6	+	31	5	53	13.6
N	2982	*	9	42	0.0	-	44	1	36	
N	2983	*	9	43	41.1	-	20	28	39	11.8
N	2984	*	9	43	40.3	+	11	3	41	13.4
N	2985	*	9	50	21.4	+	72	16	43	10.4
N	2986	*	9	44	15.9	-	21	16	41	10.8
N	2987	*	9	45	41.4	+	4	56	29	12.9
N	2988	*	9	46	47.8	+	22	0	44	14.6
N	2989	*	9	45	25.2	-	18	22	28	13.0
N	2990	*	9	46	17.3	+	5	42	32	12.7
N	2991	*	9	46	49.9	+	22	0	48	12.6
N	2992	*	9	45	41.9	-	14	19	37	12.2
N	2993	*	9	45	48.3	-	14	22	8	12.6
N	2994	*	9	47	16.1	+	22	5	21	13.1
N	2995	*	9	44	0.0	-	54	35	0	
N	2996	*	9	46	30.2	-	21	34	16	12.7
N	2997	*	9	45	38.6	-	31	11	26	9.5
N	2998	*	9	48	43.6	+	44	4	54	12.5
N	2999	*	9	40	11.5	-	50	19	13	9.9
N	3000	*	9	48	51.2	+	44	7	54	
N	3001	*	9	46	18.5	-	30	26	13	11.9
N	3002	*	9	48	57.1	+	44	3	24	
N	3003	*	9	48	35.9	+	33	25	19	11.9
